CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
27753,Out-of-bounds write,High,11/22/24,Critical,Other,/code/external/speexdsp/1.2.1/libspeexdsp/jitter.c,tb_add,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,126
27754,Out-of-bounds access,High,11/22/24,Critical,Other,/code/external/luajit/2.1.0-beta3/src/lj_api.c,lua_tonumberx,Third Party/Open Source,Unclassified,,,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,483
27756,Buffer not null terminated,High,11/22/24,Critical,Other,/code/external/shaURL/shaURL/Session.cpp,InstallProtocol,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,212
27758,Out-of-bounds read,High,11/22/24,Critical,Other,/code/external/libjpeg/6b/jchuff.c,start_pass_huff,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27760,Out-of-bounds read,High,11/22/24,Critical,Other,/code/external/shaURL/shaURL/HttpRequest.cpp,AddRequestHeader,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,191
27761,Out-of-bounds read,High,11/22/24,Critical,Other,/code/external/libjpeg/6b/jchuff.c,jpeg_make_c_derived_tbl,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,196
27762,Out-of-bounds read,High,11/22/24,Critical,Other,/code/external/mcdsp/7.0/ML4000_Common_Activision/C_ML4_Calculator.cpp,Get_XOver,Third Party/Open Source,Unclassified,,,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27766,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/game_iw9/bgame/bg_player_collision.cpp,PM_ResolveCharacterCollision,Production,False Positive,,2025-03-31,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2298
27768,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapon_motion.cpp,GetViewModelAlignOffsetByWeaponMode,Production,False Positive,,2025-03-28,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1132
27770,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_UpdateLightingZone0Bounds,Production,False Positive,,2024-12-11,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6305
27771,Out-of-bounds read,High,11/22/24,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_util.cpp,BG_PlayerASM_IsTransitionQuadrant,Production,Suspicious,,2025-04-09,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3257
27774,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/gfx/r_pbg.cpp,Pbg_FindActiveBasePbgGfxWorld,Production,False Positive,,2024-12-11,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2317
27775,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapon_motion.cpp,GetViewModelAlignOffsetByWeaponMode,Production,False Positive,,2025-03-28,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1164
27779,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/game_shared/bgame/bg_meatshield.cpp,BG_MeatShield_UpdateHideVictimPartBits,Production,False Positive,,2024-12-04,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1093
27782,Out-of-bounds read,High,11/22/24,Critical,Other,/code/src/gfx/r_taskgraph_compile_heap.cpp.h,Alloc,Production,False Positive,,2024-12-04,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,713
27783,Out-of-bounds read,High,11/22/24,Critical,Other,/code/external/mcdsp/7.0/ML4000_Common_Activision/C_ML4_Calculator.cpp,Get_XOver,Third Party/Open Source,Unclassified,,,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27789,Use after free,High,11/26/24,Critical,Other,/code/libs/DemonwareClient/bdcore/bdReference/bdUniquePtr.h,operator (),Third Party/Open Source,Unclassified,,,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,Various
27795,Use after free,High,11/26/24,Critical,Other,/code/external/rapidjson/include/rapidjson/document.h,operator =,Third Party/Open Source,Unclassified,,,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,809
27797,Use after free,High,11/26/24,Critical,Other,/code/common/libs/SoundCore/SoundCore/snd_memory.h,Free,Production,False Positive,,2024-12-04,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,132
27801,Out-of-bounds read,High,11/26/24,Critical,Other,/code/src/gfx/r_amd_ffx_sdk_impl.h,FSR_Upscaler_QuerySupportedVersions,Production,Not Exploitable,,2024-12-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,298
27822,Out-of-bounds access,High,12/04/24,Critical,Other,/code/src/scriptable/scriptable_game_bg.cpp,ScriptableBg_RunStateEventHideShowBoneOnDObjModels,Production,False Positive,,2025-03-27,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1663
28360,Out-of-bounds access,High,12/04/24,Critical,Other,/vendor/visual_studio/17.14.36119.2/windows_kits/10/Include/10.0.26100.0/ucrt/stdio.h,vsprintf,Third Party/Open Source,Unclassified,,,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1474
28850,Out-of-bounds access,High,12/13/24,Critical,Other,/code/src/scriptable/scriptable_game_cl.cpp,ScriptableCl_RemoveMaterialReplacements,Production,Not Exploitable,,2025-01-09,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,980
28856,Out-of-bounds access,High,12/13/24,Critical,Other,/code/src/scriptable/scriptable_game_cl.cpp,ScriptableCl_ApplyMaterialReplacementComponent,Production,Not Exploitable,,2025-01-09,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,905
29025,Out-of-bounds read,High,01/24/25,Critical,Other,/code/src/dynentity/DynEntity_spatial.cpp,DynEntCL_Spatial_FindPartitionForDynEnt,Production,Suspicious,,2025-04-09,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29030,Out-of-bounds read,High,01/24/25,Critical,Other,/code/src/game_shared/game/common_item/g_common_item.cpp,G_CommonItem_DisableOverlappingCoverNodesForInstance,Production,Suspicious,,2025-04-09,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,366
29039,Out-of-bounds access,High,01/29/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldGenericVolumes,Production,False Positive,,2025-03-11,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6698
29043,Out-of-bounds read,High,01/29/25,Critical,Other,/code/src/mapVoxelizedState/MapVoxelizedState_RingBufferReceive.cpp,MapVoxelizedState_RingBufferReceive_ReadStaleSnapshot,Production,Suspicious,,2025-04-09,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29068,Out-of-bounds access,High,02/05/25,Critical,Other,/code/src/online/online_battlepass.cpp,Reset,Production,Not Exploitable,cov_sus,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1610
29074,Out-of-bounds read,High,02/05/25,Critical,Other,/code/src/matrixvm/matrixvm.inl,ECALL,Production,Not Exploitable,cov_sus,2025-04-07,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,201
29075,Out-of-bounds access,High,02/05/25,Critical,Other,/code/src/gfx/r_frustum_lights.cpp,R_FL_UpdateShadowPriorityHints,Production,Not Exploitable,cov_sus,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,871
29079,Out-of-bounds access,High,02/05/25,Critical,Other,/code/external/luajit/2.1.0-beta3/src/lj_parse.c,parse_func,Third Party/Open Source,Unclassified,,2025-02-25,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2583
29134,Out-of-bounds write,High,02/10/25,Critical,Other,/code/src/gfx/r_taskgraph_compile_barriers.cpp.h,R_TG_Barrier2_FlushElements,Production,Suspicious,AI,2025-03-19,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,929
29137,Out-of-bounds access,High,02/10/25,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Ref.cpp,PhysicsRT_GetEntityNum,Production,Suspicious,,2025-04-09,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29160,Out-of-bounds write,High,02/25/25,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_BeginZoneLoad,Production,Suspicious,index_overrun,2025-04-15,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1961
29171,Out-of-bounds access,High,02/25/25,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_BeginZoneLoad,Production,Suspicious,,2025-04-09,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2006
29172,Out-of-bounds access,High,02/25/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_PublishNewlyLoadedWorlds,Production,False Positive,,2025-03-11,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,8937
29186,Out-of-bounds access,High,03/05/25,Critical,Other,/code/src/online/online_store.cpp,HandleStorefrontDownloadComplete,Production,Not Exploitable,cov_sus,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,412
29193,Out-of-bounds write,High,03/05/25,Critical,Other,/code/src/gfx/r_nlg_atlas.cpp,AllocateAtlasZone,Production,Suspicious,,2025-03-11,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1143
29213,Use after free,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxPlanner/bfxAreas.cpp,BuildDynAreaData,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,3095
29214,Out-of-bounds access,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxPlanner3D/bfxPath3D.cpp,CalcNextCorner3D,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,843
29216,Out-of-bounds access,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxSystem/dlmalloc.cpp,mspace_calloc,Third Party/Open Source,Suspicious,tp_ext,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3767
29218,Write to pointer after free,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxSystem/dlmalloc.cpp,release_unused_segments,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,2957
29222,Copy into fixed size buffer,Low,03/17/25,Critical,Other,/code/external/NavPower/src/bfxMover/bfxMoverUtils.cpp,GetStateDesc,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,776
29224,Out-of-bounds access,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxPlanner3D/bfxPath3D.cpp,UpdatePortalPos,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,256
29230,Use after free,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxPlanner/bfxNavGraph.cpp,~NavGraph,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,4649
29231,Out-of-bounds read,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxPlanner/bfxNavGraph.cpp,CreateAllocatedAreasInNavGraphHole,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3003
29232,Use after free,High,03/17/25,Critical,Other,/code/external/NavPower/src/bfxSystem/dlmalloc.cpp,win32munmap,Third Party/Open Source,Unclassified,tp_ext,2025-04-07,false,USE_AFTER_FREE,416,Absent,Various,ATVI-CoD-trunk,825
29234,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/ai/ai_scr.cpp,AIScr_AISpawnDirectorSetSubZoneTag,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29238,Out-of-bounds write,High,03/19/25,Critical,Other,/code/src/game_iw9/game_mp/g_client_script_cmd_mp.cpp,PlayerCmd_SetClientExtraSuper,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6190
29241,Out-of-bounds write,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_missile.cpp,Scr_MissileCreateRepulsorEnt,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29242,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/ai/ai_scr.cpp,OnScrCmd_SetStealthState,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,18000
29243,Out-of-bounds write,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_missile.cpp,Scr_MissileCreateRepulsorOrigin,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29247,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_DrawSquare,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29249,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_VehicleGetInputValue,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,10077
29250,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/ai/ai_scr.cpp,AIScr_AISpawnDirectorCheckSubZoneTag,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7282
29251,Out-of-bounds write,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_missile.cpp,Scr_MissileCreateAttractorOrigin,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29254,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_turret.cpp,G_Turret_ScrSnapToTarget,Production,False Positive,AI,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29255,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/online/online_store.cpp,HandleStorefrontDownloadComplete,Production,Not Exploitable,cov_sus,2025-04-07,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,412
29256,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_shared/game_mp/vehicles/g_vehicle_script_mp.cpp,GScr_Vehicle_GetSticker,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,771
29257,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetOffscreenShader,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29259,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/server_sp/sv_transients_sp.cpp,Scr_TransientsSP_UnloadTransient,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1298
29260,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/server_sp/sv_transients_sp.cpp,Scr_TransientsSP_UnloadTransient,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1316
29261,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetMinSize,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29265,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_OffsetLocalSpace,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29266,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,GScr_GetGestureAnimLength,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,31621
29267,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetShader,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29268,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,ScrCmd_GetPlayerLightLevel,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,52618
29270,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetJavelinOnly,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29272,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/db_generated/archive/db_archive_load.h,Load_XAnimDeltaPartQuatData2,Production,False Positive,,2025-03-27,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,134639
29275,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetDelay,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29276,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetAttackMode,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29277,Out-of-bounds write,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,ScrCmd_SetVehicleWartracksState,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,45267
29279,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,GScr_TagExists,Production,False Positive,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,29373
29280,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_DrawOnRadar,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29281,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/ai/ai_shoot.cpp,OnScrCmd_ShootCustomWeapon,Production,Not Exploitable,"AI,AI",2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2173
29284,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,GScr_IsGestureLooped,Production,Not Exploitable,,2025-03-21,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,31757
29289,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_DrawSingle,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29290,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_main.cpp,ScrCmd_GetAttachTagName,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,12161
29291,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Scr_Target_SetColor,Production,Not Exploitable,,2025-03-21,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
